"review_text","review_stars","review_auth_id","review_date"
"I went to punjabi restuarant to celebrate new year. Food is very delicious especially non veg items like mutton and...
≈щЄ ","4 из 5 кружков","C4A134FA95143410889635E40753E238","15 марта 2017"
"I don't like chinese food much and Punjabi gives me that home feeling (I'm from Cameroon ) the ""rogan josh"" is dope <f0><U+009F><U+0098><U+008D> , tandoori chicken damn!!!!!!","5 из 5 кружков","8C8E8F34F3652C563DBC8D21EDA10132","13 марта 2017"
"I had a lamb vindaloo from here... I'm from the UK and have been to many very good Indian restaurants,...
≈щЄ ","3 из 5 кружков","23B34A7CFB0CDC8AB72E9B93994FC677","11 марта 2017"
"This place is not to be overlooked. The food is gorgeous and full of flavor. I am always ordering way too much here and walking dizzily out the door from stuffing myself useless.The owner, chefs and staff are accommodating and very friendly. Bring your family, friends, business meetings, or just your fine self to Punjabi-- and you will be welcomed...
≈щЄ ","5 из 5 кружков","0E9A39D9C0E524742A8BA549C1984C94","8 марта 2017"
"I've been to Punjabi couple times. For most of the times, I only ordered stuff I've tried already, until that one time I was feeling experimental and decided to try their buffet. It's probably the best 98 rmb i've ever spent for dinner. Service has always been welcoming. One thing that bothered me a little was their menu, it definitely...
≈щЄ ","5 из 5 кружков","D0084FC98EC53BFFCAAC52F125997592","6 марта 2017"
"Punjabi consistently puts out really flavourful curries that have a real depth to them. I think this is what sets it apart from other Indian/Pakistani restaurants in Beijing. You can taste the difference. Service is good for Beijing (let's be honest, the entire city is somewhat behind the rest of the world in this respect), they speak English well and...
≈щЄ ","4 из 5 кружков","A1F17A15B357A4B6CEED224B26897A0B","5 марта 2017"
"Went with a group of friends to try out Punjabi's new fine-dining menu and it was a fabulous experience with different explosive flavors from each dish! Would be back again for more. Especially for the lamb chops and curry!","5 из 5 кружков","73F87BE2F95EC0A5D0D1D925EE3A8EDE","4 марта 2017"
"I've been there so many times in the past several years and it never disappointed me. Excellent and comfy food, friendly staff who remembers your preferences, not luxury but relaxing and on point.","5 из 5 кружков","732A6E9A077D75AF69B669F34A3C2E0C","27 феврал€ 2017"
"One of the best Indian dining experience I've had in Beijing. English speaking staff are very professional, friendly and helpful. I came with a big group of friends so that we got to try a variety of dishes on their new menu such as masala pappadum with lobster, romanesco ssparagus leek soup, BBQ mozzarella king prawns, spicy gosht chops, butter...
≈щЄ ","5 из 5 кружков","BF6BB3BEC0B372B43CD69A629FDFDBFA","15 марта 2017"
"while in Beijing we had nice india food specially i like matar paneer garlic nan also we had daal makhani really punjabi style.","4 из 5 кружков","2F9B1E67EBAC64C910486983A47D4107","13 марта 2017"
