"review_text","review_stars","review_auth_id","review_date"
"One bar. Two tables. Ten people. Three hundred or so crafts beer from all over the world. Doesn't take much more really, if done right, to be my favourite bar. The gin and tonics for a mere 15 Yuan where just the frosting on the cake. Had a really good time in both visits. Kind bartender, social guests.","5 из 5 кружков","1987C51CBC08D212FB6B45D24E2F5A37","Отзыв написан 20 января 2017"
"This beer place is my best kept secret with a great friend of mine. The store is tiny with a wall of craft beers from around the world, all reasonably priced. The owner is amazing and cool, and offers great recommendations. Note that they don't offer food here but you can order deliveries. Also there is no bathroom here but...
Ещё ","5 из 5 кружков","AF45F27D0AD4DA4032EC3AAF7A61804A","Отзыв написан 20 января 2017"
"Found this place on the Internet - sounded like a great place to have a beer. Not what I expected at all. Located far down a scruffy-looking alley, it is more of a bodega than a bar, with a wide variety of mostly Belgium bottled beers. But here's the story. Beers averaged around 35 RMB for bottles of beer I'd...
Ещё ","5 из 5 кружков","50BA89A9415773E73F047C09A218CA03","Отзыв написан 21 октября 2016"
"Had the pleasure of finding this place while traveling in Beijing. It was a real good experience. The owner is a gent, very friendly and has a brilliant knowledge of the beers he stocks. Friendly atmosphere and friendly locals. A must do for a beer lover!","5 из 5 кружков","76C5EBB96F41949292C8480FC4DE88F3","Отзыв написан 23 сентября 2016"
"What a cool little bar. This place is worth a visit for sure. It is an experience. The owner is very knowledgable about beer and is up for a good chat. Every customer is gauranteed excellent service. It was the icing on my Beijing trip. Thanks again!","5 из 5 кружков","1306AEA8FEC3FA184993BDE382B67340","Отзыв написан 12 сентября 2016"
"Found this little gem whilst wandering with friends from the hostels close by, it's close to the central tourist area for the main sights. Really nice mini bar/beer shop with an amazing range of beers and ciders! Owner is lovely, had some good drinks and also offered to trade a beer with a friend of mine! Worth a visit for...
Ещё ","4 из 5 кружков","D48516E2133EDA8A8DD228CC61FA4233","Отзыв написан 13 августа 2016"
"Great selection of beers and the owner was really friendly. Worth going for a before/after dinner drink or hang out with some mates.","5 из 5 кружков","936F1731ABBE088673B1348A3EB93530","Отзыв написан 26 июля 2016"
"What a find! This little boutique has some of the worlds best craft beers! Make sure you visit and have a great chat with the owner who speaks wonderful English to boot!","5 из 5 кружков","7D6B8EAECBCB965CFBD9C1E6C8DD985F","Отзыв написан 28 мая 2016"
"We just went in the pub and the atmospher was perfect. The owner so nice and the beer many thousand of beers you have to just make a choice. He also took a picture of us, I would like to see if we are now on the wall ;-) A place to go....","5 из 5 кружков","323B8F80EB3BB561F5F22F05A78A291E","Отзыв написан 27 мая 2016"
"We stumbled upon this gem in Beijing. They had a great selection of beers from Belgium and the US, together with different beers from across the globe.","5 из 5 кружков","15081D54B11BA6AD8403B6133B815F4A","Отзыв написан 25 апреля 2016"
