"review_text","review_stars","review_auth_id","review_date"
"Unfortunately our experience at this restaurant was definitely unsatisfactory and i cannot recommend it.To start with we had the worst...
Ещё ","1 из 5 кружков","680A1E4C0993DB9390129D3BF32164CF","15 марта 2017"
"To be fair with this review I must start by saying even though we are both foodies Duck is probably not our poultry of choice. Also we arrived at the restaurant with a few drinks under our belts. Having said that after consuming the Duck skin, the meat in rolls and pancakes and the bone soup we left feeling a...
Ещё ","1 из 5 кружков","1D5F33B40B27B05A2EC42917B5F7A85F","12 марта 2017"
"we had dinner in this restaurant, You can't miss Peking duck when you visit Beijing, this is huge restaurant, very good service and let you aftertaste endless.","5 из 5 кружков","558C8AEDDC668C1BC73D7628BC152BF0","6 марта 2017"
"You must have Peking duck while you are in Beijing and this place is an excellent choice. It is located close to excellent shopping and it is usually busy with locals and tourists. I've eaten at Qianmen Quanjude several times but I find of late it is too busy so this is my new first choice. Do have a traditional...
Ещё ","5 из 5 кружков","6E879610EABA2D4318BB49F318249E9A","4 марта 2017"
"We had the pleasure of eating at this restaurant with some Chinese business associates, so the ordering was easy. The Peking Duck is large, so best to come with a group of 4 or more people or plan on taking home leftovers. They bring the duck to the table and provide a providence of the duck - it is a...
Ещё ","5 из 5 кружков","A7BC758D3B2E0E3754DC669FDA07608C","20 февраля 2017"
"We dined at Quanjude Roast Duck in the evening. I am not a huge fan of duck but it was my child birthday and I booked it because I knew he would love it. I ordered some food was spectacular. the service was very good.","4 из 5 кружков","FA1C1DC8770B838C97DB92D4EB8AB31B","17 февраля 2017"
"This is a very old and famous restaurant known for its duck. One of my friends recommended it to me to visit. The duck was very well done, moist and juicy. It was some of the best duck I've ever had. The chef comes out, slices it, and serves it. We had it served with mushu pancakes, which was delicious....
Ещё ","5 из 5 кружков","043EDA5D38ADC8C129B23C987FA6F95B","15 февраля 2017"
"We had a great experience at Quanjude. They got us in quickly even though it was very busy and the waitress took the time to explain everything to us in English. The duck was so good and it was way too much for us to eat. We got one of the 3 course packages, but the duck itself was the...
Ещё ","4 из 5 кружков","086A422B07E333E21901DB2C3A4286DC","14 февраля 2017"
"Went early and thought the appetizers were sufficient. But half a duck later, the vegetables more than sufficient and tasty. Shame to waste but the portions were very substantial and filling. Worth visit and quitebusy in the early evening.","4 из 5 кружков","615FEA7AE96FBEACDC8ECF140D1A3048",""
"Famous place, next to WangFuJing Street. This restaurant chain established more than 150 years ago, serving traditional Beijing Roast Duck. Busy place with a lot of tourists and local people. Prices are high, but total experience is great with nice service, so VFM is quite good.","4 из 5 кружков","8B54093B72F20F168920321F3EE2E9E2","Отзыв написан 8 февраля 2017"
"Granted that it was roast duck, it seemed too expensive for me. I dont know if it was the way really but after they sliced the duck of the meat that would be served with the pancakes, the didnt gice us the rest of the other parts. The legs, wings etc were just taken back to the kitchen and never...
Ещё ","2 из 5 кружков","7D45BEE233FD1F57BFBE38C2295891F2","Отзыв написан 7 февраля 2017"
"It;s a must taste dish if you happen to stay in Beijing or anywhere in China (I guess). I liked the taste of its crispy plus some sauces, e.g. sweet bean sauce, garlic sauce. The price in tat restaurant was several times higher that similar duck at a street stand but what the heck .. you only live once. (I...
Ещё ","5 из 5 кружков","E639DA87E0FAEB8BB68E64F8480A5E22","Отзыв написан 6 февраля 2017"
