"review_text","review_stars","review_auth_id","review_date"
"atmosphere is quite and relaxing, food amazing.. the decoration is a bit too serious and old style, but really clean.","4 из 5 кружков","A92B0029E23E8AFAA89F75E533AF88E9","14 марта 2017"
"I recommend this restaurant and always come here when I'm in Beijing. I've been to a lot of these restaurants and this is on of the better ones.","5 из 5 кружков","49D973832D6481B97FA02F3C4832277E","5 марта 2017"
"This has been my favorite dim sum restaurant in Asia. Compared to the Din Tai Fungs in other countries (Hong Kong/Singapore), the one in Beijing is on the cheaper side so I would recommend going if in the city (around $15 USD and you will be really full). There are plenty of locations and the food did not disappoint. I recommend the xiao long bao and eggplant. Absolutely delicious. I wish I had came with a larger group so that we could have ordered even more from the menu. Regardless, great service and great food!","5 из 5 кружков","5EB6CAB074796D6F7F75780860CDEC33","4 марта 2017"
"The place is clean, run efficiently, and serves good dim sum at a reasonable price. The menu is somewhat difficult in its lay out, but helpful. Service is swift. The various dim sum were cooked perfectly, but is not very much better than other good dim sum offerings and the restaurant is easily outcooked by other good domestic restaurants.","4 из 5 кружков","58766AC30AD7D07D704DDC8C17A1977F","28 февраля 2017"
"This place was awesome! The restaurant was impeccably clean with friendly staff and delicious food. We tried 3 different types of dumplings, our favorite being the specialty pork, wonton soup and the asparagus with shrimp. All of it was sooooo good and reasonably priced.

Also, the staff was so very friendly from start to finish. Multiple servers helped us throughout our visit and everyone was polite and smiling. When leaving, the manager wished a good evening with a warm smile.

If in Beijing, definitely take the time to stop here... you won't be sorry!","5 из 5 кружков","D665E63BE0FEA5866007D0D474C62328","27 февраля 2017"
"Wonderful food and service, every single time!
Special kudos to the GM of this branch for training the staff so well.","5 из 5 кружков","493ED170D831ED4F6CD54777022281A5","15 февраля 2017"
"I came here with some friends who highly recommended it. It's very casual, but the food is really good. I just ate whatever came in front of me, but was fun to share food which was so yummy. I think it's fun to come as a group! Noodle was great too.","5 из 5 кружков","22CD1154C1D0B37540A3DAD103A5ED1F","Отзыв написан 19 января 2017"
"Slept in Yuyang Hotel and it was great having my meals in this place. I just want to say may be i am addicted to eating Chinese food but the food is great and eating Dumblings is so wonderful, chop sticks man its a wonder on its own.","4 из 5 кружков","0331AB891FD4F5C4AEBEFD7D7AA07C96","Отзыв написан 20 декабря 2016"
"The restaurants owned by Ding Tai Fung company have the same clean setting and atmosphere. The food in all locations is the same not very elaborated but palatable. The menu is focused on different type of dumplings which are light and tasty, in fact it appeals to Chinese and foreign customers.","4 из 5 кружков","78E04D9D9CB6C6D5602AC486737A574F","Отзыв написан 20 декабря 2016"
"dingtaifeng is almost the most delicious dumping place , it is nut so good , take a little bite first , be care ful of the hot soup inside . and then swallow it . i think i can eat 3 basket of them . just a little expensive .","5 из 5 кружков","C376CE841FA288D642007736219C5480","Отзыв написан 9 декабря 2016"
"It was a nice restaurant and food was tasty. The price was reasonablee but it was a bit crowded. Should try one time !","4 из 5 кружков","7E326F7D6176018F5824B0D59DD2A92D","Отзыв написан 21 ноября 2016"
"We decided to try this place as it was the only restaurant selling Chinese food that wasn't packed or didn't have a crazy hours wait, and it was our last meal before we left China so wanted it to be a good one but we were VERY disappointed. Firstly the menu looks amazing, had what we were both craving, dumplings is a must and I do admit are delish but we also wanted duck and a vegetable dish and were told that there was none left, sold out, it was only 730-8pm we were so disappointed but we committed to this restaurant so tried what else they had to offer. To be honest the food is AVERAGE, the only good dish was the dumplings, but what made it worse was after we got all our dishes about 30mins later the table next to us got duck! WHAT THE! The waitress couldn't explain and got her manager and it was advised 'they were cooking it' which didn't help at all, so just so you know, if they say it's SOLD out! They are LYING!","2 из 5 кружков","4F0F25CD2A6765B12997B8EE6C9308A8","Отзыв написан 9 ноября 2016"
"These dumplings are the best i have ever had! So delicate yet packed with flavor! So many options to chose from! Thank you for another great recommendation, Andrew Zimmern!","5 из 5 кружков","E352B9FE507724190A07B0B858E54972","Отзыв написан 4 ноября 2016"
"Typical Chinese cuisine with quite tasteful dishes.
Have to be extra patient with the waiters as nobody speaks English !","4 из 5 кружков","934128530F224C06958FF8F3989832EC","Отзыв написан 2 ноября 2016"
"We came here 2 times during our stay in Beijing. This restaurant is just located nearby our hotel. The service was good and prompt. The dumplings, noodles and fried rice were excellent. The price is kinda on the high side but it worth the money.","4 из 5 кружков","E3B74C73600278DAC3B71574575325B5","Отзыв написан 30 октября 2016"
"Really excellent soup dumplings. Cab driver had major problems finding the place, had to ask 5 different people. You'll have a great meal here, but it's a chain, not unique to Beijing - so you'll lose out on local authenticity.","5 из 5 кружков","ADAEC8C11C55F5E5FB5EAAA83B22CCDC","Отзыв написан 27 октября 2016"
"Go at least once a visit for the most consistent dumplings in China. Love the soup dumplings which as light and tasty without being oily. We usually stick with the more normal dishes but love it either way.","4 из 5 кружков","130EAED5173A41AB2151DEAB7D1A9EA7","Отзыв написан 27 октября 2016"
