"review_text","review_stars","review_auth_id","review_date"
"Fun, dark, edgy bar in Sanlitun, one of Beijing's coolest districts. Cocktails are the best (try the coffee martini)","5 из 5 кружков","234FC8F2EE1DFFAC5C0ED2FF4CB68F3B","20 февраля 2017"
"Nicely decorated bar just off great lobby of the Opposite House hotel. Nicely laid out with plenty of space and good size tables. Staff very good and friendly along with a good selection of wine. Good place to go if you want a quieter atmosphere to enjoy drinks with friends or business colleagues.","4 из 5 кружков","9151B70898755BE8C089512DC5BEFE6F","Отзыв написан 30 ноября 2016"
"Amazing Halloween party, great live DJ,very professional service team, The bar where all the good stuff is happening","5 из 5 кружков","94FF3E3D202DD081678AAB3B1543B32D","Отзыв написан 9 ноября 2016"
"Fantastic cocktails, great service team and cool place to hangout with mates. Would definitely recommend coming there on a weekend. Also, the manager James is super friendly and helpful - great job!","5 из 5 кружков","0586CA392ACB0782E492EB36E5599AE3","Отзыв написан 25 августа 2016"
"Very cool bar, with a really sleek feel and generally good music. Drinks are pretty pricey but that's to be expected. Good atmosphere","4 из 5 кружков","C1165E6657CFCE9FFD09D43AA7E13C55","Отзыв написан 4 августа 2016"
"during the week it's a great place for an outdoor drink and at the weekend gets full of very well heeled Beijingers and visitors alike. good service","4 из 5 кружков","CDEEA1C94BC41DA8DA397003563A6359","Отзыв написан 1 июня 2016"
"Very nice bar in side Opposite House Hotel. Mesh is sophisticated but trendy. Music is pleasant but not noisy. Good for a date!!","4 из 5 кружков","C5E788C344493DD79CD22A68B442F481","Отзыв написан 13 марта 2016"
"Warm atmosphere, soft music and very good cocktails in the environment of The Opposite House, a must in Chaoyang. Good bites and very reasonable prices. A good choice when you have an appointment for business or even a date.","5 из 5 кружков","AE53440F0D68C2C72BE459A8FCB24E81","Отзыв написан 7 марта 2016"
"Nice cool place to unwind. Went on a Saturday and not so crowded. Good for chatting and relaxing, drinks quite pricey but ok. Staff were attentive. Good crowd not so loud as other lounges/places. Place is simple but elegant. Worth for another visit.","4 из 5 кружков","5BA18A54214DB4D37A2E17DEA2D31597","Отзыв написан 5 марта 2016"
"For a trendy night out I would make one of my stops Mesh, at the Opposite House in Taikooli, Sanlitun. It's been newly refurbished with a modern classic lush look. Indoor and outdoor seating makes this a great spot. Live DJ, quality drinks and a trendy mixed crowd of young professionals, both local and international, seasoned professionals and tourists. The...
Ещё ","5 из 5 кружков","8966E005F1584F6A1633D06FEF3F54CA","Отзыв написан 21 июня 2015"
