"review_text","review_stars","review_auth_id","review_date"
"Would definitely recommend trying out this restaurant - I had the speciality - Beijing duck which was lovely. In fact, their menu is really extensive and it all looks delicious. I definitely could spend hours sampling the menu. A really good place to go with friends or your partner for a lovely civilised evening.

Would definitely go back the next time I visit.

The staff are really attentive and speak English so it made it easier to order and ask questions. They help explain what everything is and provide an excellent service. Thank you - look forward to the next time.","5 из 5 кружков","D1A90F74608F4C2FD7909D140F1E48DE","15 марта 2017"
"The Dadong group of Beijing restaurants have been famous for the best Peking Duck in Beijing for decades now and that reputation in my view is well-deserved. Delicious, succulent, and consistent is the caliber of food I have had in the many times I have eaten here over the last six years.","5 из 5 кружков","78659DC8BA086FAE490FABDF86CAACC2","14 марта 2017"
"I went there once and that is enough. The place is highly commercial and is like a roast duck factory and the services like an assembly line. It lacks character and taste essential for fine dining experience. You just go there for a good duck for a price you can afford and gets no more than what you bargain for. I have tried plenty of places that can do better in Beijing.","3 из 5 кружков","10BB15BDB3D7384F388A72F58887A558","13 марта 2017"
"Recommended by the JW Concierge, this place did not fail to meet our high expectations for not only a delicious Peking Duck dinner, but also a fantastic presentation with perfect condiments - mouth watering right now just thinking about it!!","5 из 5 кружков","4E2A12C3CA24A525E0AA6C400E79C9A5","7 марта 2017"
"Was working in China over the summer, family came visit. We decided to try this restaurant because it was recommended for its duck. Anyway when we looked through the menu we were quite alarmed and unnerved because of how fusion-y and unconventional it all looked.

Good Chinese food doesn't normally mix well with new school.

Anyway when food did arrive, all of it was very well done, whether new or old style dishes. The duck was very well done, not phenomenal but good. We booked our own private room so service was good.","5 из 5 кружков","8C686B58F092B4D75256B902B2B00276","3 марта 2017"
"The best roast duck I ever had and on top paired with a great atmosphere and good service
Beautiful place with real open fire where the ducks get roasted - must se and must taste","5 из 5 кружков","83208C9284FD22C4CD830C087B16C93F","19 февраля 2017"
"It's impossible to visit Beijing and not try the Peking Duck, and this restaurant delivers a perfect duck.
The sides are delicious too! Just don't listen to the waiter telling you that tou don't have enough food... we did and we ended up with a lot of food untouched...","5 из 5 кружков","B09F28CD84EC89DD37342A6C92B0EE56","16 февраля 2017"
"The roast duck is Beijing's signature dish. we were recommend come to Dadong roast duck restaurant. The duck is carved out in front of the table. You can take the skeleton home or ask the restaurant to use it to cook some soup for you. Price wise it's more then affordable about 50usd for a full duck with all the sides.","4 из 5 кружков","AFEE80559D390C2C36794D8E23792031","13 февраля 2017"
"We went Dadong restaurant at night because we heard the duck was a must have. I have to agree it is great Peking Duck, very crispy but not dry, and full of flavour. we also ordered some other food.
nice place to come.","4 из 5 кружков","3F76FDCB5FFB8ECA1C09DF225D9C72FC","15 марта 2017"
"Chef Dong has created a very creative way to serve Peking (roasted) Duck. The restaurant serves both traditional duck and low-fat duck in a very beautiful and cheerful setting. The menu is very extensive with picture to match the meals. Rhe service is excellent with the waiters carving out the duck and serving the pancakes and accouterments in a very friendly and helpful way. Highly recommended for both the duck and the extensive menu. Luch is a better option.","5 из 5 кружков","CFD0D22599ED29C1C0BF95747077AE1F","14 марта 2017"
"We went Dadong on the night. I have to agree it is great Peking Duck, very crispy but not dry, and full of flavour. The restaurant is a modern fine dining experience . the service very good.","4 из 5 кружков","FC1950CA949A8679C0F23DD54435BF4D","Отзыв написан 31 января 2017"
