"review_text","review_stars","review_auth_id","review_date"
"We would never have realised this is a vegetarian restaurant without trip advisor. Many of the reviews were off putting as they raved about the mock meat which we really dislike. But we did manage to put together a very good meal and it was both cheap and delicious","4 из 5 кружков","67501FF0000341CA37ECE765E6F4F00D","Отзыв написан 8 октября 2016"
"Great for vegetarians and vegans. No questions about whether something is vegetarian but maybe cooked in chicken broth. No animal fat or meat in any direction. I am not a vegetarian but enjoyed the meal. Husband is vegetarian and enjoyed it more. Creative uses of soy products in all manner of shapes, sizes and textures make for some interesting mock...
Ещё ","4 из 5 кружков","B24F21356864592D6A3E542C764EC4E6","Отзыв написан 14 июня 2016"
"Recommended by our hotel. Nice traditional setting. Extensive menu with photos and descriptions made ordering relatively easy. Portions sizes were generous. Nice tea selection. Professional service.","4 из 5 кружков","668D563C9F6EF6B9650C3A05328A37C3","Отзыв написан 29 марта 2016"
"My brother and I eat a vegan diet and we discovered that this eatery was about a 5 minute walk from our hotel. We arrived a little later than we would have liked (20 mins to closing time) and staff accommodated us. We ordered the spicy potatoes, the Sichuan mushroom dish and two portions of rice between us. We were...
Ещё ","4 из 5 кружков","80C3B760F2C993D44D772B624C93EFC9","Отзыв написан 26 февраля 2016"
"We visited this restaurant with our daughter who is a committed vegetarian. She is working in China and experiences real difficulty in sourcing vegetarian options on a menu. Virtually all the dishes on offer were forms of ""mock meat"". The food was well presented and enjoyable. Total bill for three including drinks was 255 yuan. Staff were very pleasant and...
Ещё ","5 из 5 кружков","3826F9E8D19E908A00A695E29BAC5500","Отзыв написан 13 февраля 2016"
"My Chinese colleagues took us here for an extensive meal here, 19 dishes in total. There were 2 dozen of us. Nearly all dishes had a 'meat' name, such as vegetarian duck, ham, eel, mutton, fish, etc. The food was beautifully presented and tasted great. If you did not know it was a vegetarian restaurant you could almost believe you...
Ещё ","4 из 5 кружков","763499EF15977886A71443ED6C2566FA","Отзыв написан 4 ноября 2015"
"The food was quite all right, the menu is nice, with acceptable English translations and lots of photos. We spent roughly RMB 60 per person. The staff looked a bit bored and were not overly helpful, but the food arrived pretty soon and was really quite good. They set up Buddha statues which is good, but I think they should...
Ещё ","4 из 5 кружков","3FB8179CA89E7BE263C9CF120EA4364C","Отзыв написан 24 октября 2015"
"Food: 4/5. There were some creative and interesting dishes. Tasty and flavorful. Good presentation. Can't go wrong with the fake meat dishes. However, pass on the vegetable buns and dumplings, the fillings were bland. They should change to chive or cabbage filling instead. Service: 4/5. Friendly and fast. Location: 3/5. Nothing special. Ambience: 4/5. Nice, clean and tastefully decorated. Good...
Ещё ","4 из 5 кружков","BA5864A73A62DD82458C96959484D0B9","Отзыв написан 27 октября 2014"
"Lots of ""fake meat"" menu options. Food was good but not great. Traditional Chinese ambiance. Food was somewhat similar to other vege dishes at other restaurants.","3 из 5 кружков","0CBCEE22F4F0A01604259FBD1275C7A5","Отзыв написан 26 октября 2014"
"The food was very good. The staff was nice but had limited English so ordering was based on pictures in the menu. Presentation was very good as well. A bit on the pricey side though, but good if you want a nice dinner.","4 из 5 кружков","80F0F41C23F8458BAEC6D3F8F97ECD98","Отзыв написан 5 января 2014"
"We would never have realised this is a vegetarian restaurant without trip advisor. Many of the reviews were off putting as they raved about the mock meat which we really dislike. But we did manage to put together a very good meal and it was both cheap and delicious","4 из 5 кружков","67501FF0000341CA37ECE765E6F4F00D","Отзыв написан 8 октября 2016"
"Great for vegetarians and vegans. No questions about whether something is vegetarian but maybe cooked in chicken broth. No animal fat or meat in any direction. I am not a vegetarian but enjoyed the meal. Husband is vegetarian and enjoyed it more. Creative uses of soy products in all manner of shapes, sizes and textures make for some interesting mock...
Ещё ","4 из 5 кружков","B24F21356864592D6A3E542C764EC4E6","Отзыв написан 14 июня 2016"
"Recommended by our hotel. Nice traditional setting. Extensive menu with photos and descriptions made ordering relatively easy. Portions sizes were generous. Nice tea selection. Professional service.","4 из 5 кружков","668D563C9F6EF6B9650C3A05328A37C3","Отзыв написан 29 марта 2016"
"My brother and I eat a vegan diet and we discovered that this eatery was about a 5 minute walk from our hotel. We arrived a little later than we would have liked (20 mins to closing time) and staff accommodated us. We ordered the spicy potatoes, the Sichuan mushroom dish and two portions of rice between us. We were...
Ещё ","4 из 5 кружков","80C3B760F2C993D44D772B624C93EFC9","Отзыв написан 26 февраля 2016"
"We visited this restaurant with our daughter who is a committed vegetarian. She is working in China and experiences real difficulty in sourcing vegetarian options on a menu. Virtually all the dishes on offer were forms of ""mock meat"". The food was well presented and enjoyable. Total bill for three including drinks was 255 yuan. Staff were very pleasant and...
Ещё ","5 из 5 кружков","3826F9E8D19E908A00A695E29BAC5500","Отзыв написан 13 февраля 2016"
