"review_text","review_stars","review_auth_id","review_date"
"Super fresh home made bread, excellent sandwiches, bagels and wraps plus a huge selection of salads. Not cheap but then what is in Beijing?","5 из 5 кружков","486A0F20AF059D958F170FFAFE4EFAFC","11 марта 2017"
"We are here 4 times (breakfast) over our stay in March 2016. Everything was fresh and delicious with food options from both West and East. Service was fast and friendly every time. Really appreciate a great hotel restaurant, invaluable in my opinion.","5 из 5 кружков","7B360739FE2CB63DC437BEA3B27B92C3","Отзыв написан 5 июня 2016"
"this restaurant is good...not amazing, but it serves good breakfasts...they are a buffet which is easy and nice.","4 из 5 кружков","5E9A5ADDD9DFE60868B00C029AEE5223","Отзыв написан 4 июня 2016"
"They have good pastries, huge sandwiches, beverages. Nice quiet corner in the Kerry Hotel. You can also buy bagged snacks.","3 из 5 кружков","51EF107AAFF5EF720C515C7806F7F223","Отзыв написан 15 сентября 2015"
"When I meet someone neary Kerry I like this place. Its upmarket for a meet and I love the breads...
Ещё ","4 из 5 кружков","467C2EE1204CB76D7551CE7936568396","Отзыв написан 30 августа 2015"
"I love cake! while staying and Kerry Hotel i always want to have a bite of sweet after meal! So i saw this display of cakes which the presentation is not that presentable so i ask the attendant what kind of cake is that? She answer me oh is good cake bec their is no sign what kind cake is...
Ещё ","1 из 5 кружков","5896A07D84ACD7CEAD8D2C44ACBEB88F","Отзыв написан 17 августа 2015"
"Convenient lunch spot if you want western food at Kerry hotel. You can buy various sandwiches for 50-60 rmb and they now also have lunch set specials such as Hainanese chicken rice which come with one soft drink for about 60 rmb. One draw back is that space is limited as there are only handful of tables and they fill...
Ещё ","5 из 5 кружков","7D8F66DCE339D9CF0CD6ABCD89445121","Отзыв написан 7 августа 2015"
"Lovely cafe in Kerry Hotel and easily accessible from within the Kerry complex in C B D. Good muffin and croissant. Very warm service by the young waitresses. Why go to the big coffee chains when you can opt for friendly cafe shops like this?","5 из 5 кружков","E81D0B83A18211D9A0E0A6E891A3DCA6","Отзыв написан 9 июля 2015"
"Freshly made sandwich. Ingredients are of good quality. Casual with good music. Good place to hang around for a lazy Sunday morning.","4 из 5 кружков","2C4841EED00364FF4B9E0AF9BE94B1E1","Отзыв написан 30 мая 2015"
"Very nice place to enjoy fresh delicious sandwiches, salads and desserts. I work nearby and its a good stop for a relaxed coffee break on weekends, the decoration is warm and is very comfortable. Looks very fancy but prices are reasonable.","4 из 5 кружков","C41CD4D8BD24FD3B04E299511C2EFE81","Отзыв написан 5 апреля 2015"
"I worked from there many times as they had real internet connection to use facebook and say hello to your familiy! The hotel is elegant , the coffee is good ( that is quite important when you have lived for a while in Beijing) and the serve this delicious macarons in hear shapes! mmmmmm!!","5 из 5 кружков","DD3A3BAD764E5065B66E9DB612BB6EE3","Отзыв написан 23 марта 2015"
"We stopped by for lunch and were pleased with the choice of sandwiches and salads. All the dishes we ordered looked fresh and tasted great. The prices are not high which is surprising for such fresh and quality ingredients. The staff was friendly and attentive. Highly recommend this place and definitely will go back.","5 из 5 кружков","2829ACC0799091BBE1273CB9D9871155","Отзыв написан 27 июня 2014"
"Wonderful breakfast and the dinners are exceptional. Plenty of variety for any taste preference. You are greeted with kindness and there are plenty of helpful people in the restaurant to offer anything you need.","5 из 5 кружков","1BDF3DF050EAD5A40AD9875A580D8722","Отзыв написан 27 мая 2014"
"Seriously though if you want a break from Chinese food they make sandwiches and have a selection of nice looking cakes. The sandwich option worked well for busy day trips. Friendly staff. Even do pies and lasagne, though I would opt for the latter if you are hungry.","4 из 5 кружков","7309B5F027128B2D4CDBCF32D1435C63","Отзыв написан 15 марта 2014"
"Various pastry and salad selections. Comfortable and relaxing ambiance. Warmly smile and active service.","5 из 5 кружков","4B45A8352BB9BF0E3376C07A4BAAF43D","Отзыв написан 22 января 2014"
"The best place for freshly made sandwich, mixed salad and nice cakes. I will come here again. They also have my lovely cream roll.","5 из 5 кружков","7797297ED27FF8E26920000A5392EA21","Отзыв написан 20 января 2014"
"Fresh sandwiches, fresh juices, much variety and people ready to serve you with high friendly professionalis","5 из 5 кружков","9389976FAF3FA5B370E1C90CD7E8EC5E","Отзыв написан 19 января 2014"
"Very nice diner for lunch where you can get salads and sandwiches. The prices are reasonable (sandwich + 0.5 l coke = 60 RMB)","5 из 5 кружков","D500130FA6B8E753B9142A0899A91D9A","Отзыв написан 12 января 2014"
